Utterance,activityId
right,8FD598164B4311E9BEA916071609B6A6
arm,8FD598164B4311E9BEA916071609B6A6
all,8FD598164B4311E9BEA916071609B6A6
of,8FD598164B4311E9BEA916071609B6A6
the,8FD598164B4311E9BEA916071609B6A6
other,8FD598164B4311E9BEA916071609B6A6
kids,8FD598164B4311E9BEA916071609B6A6
wanted,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
know,8FD598164B4311E9BEA916071609B6A6
what,8FD598164B4311E9BEA916071609B6A6
happened,8FD598164B4311E9BEA916071609B6A6
but,8FD598164B4311E9BEA916071609B6A6
no,8FD598164B4311E9BEA916071609B6A6
one,8FD598164B4311E9BEA916071609B6A6
dared,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
ask,8FD598164B4311E9BEA916071609B6A6
that,8FD598164B4311E9BEA916071609B6A6
day,8FD598164B4311E9BEA916071609B6A6
at,8FD598164B4311E9BEA916071609B6A6
recess,8FD598164B4311E9BEA916071609B6A6
mary,8FD598164B4311E9BEA916071609B6A6
 ,8FD598164B4311E9BEA916071609B6A6
jason,8FD598164B4311E9BEA916071609B6A6
ran,8FD598164B4311E9BEA916071609B6A6
out,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
play,8FD598164B4311E9BEA916071609B6A6
they,8FD598164B4311E9BEA916071609B6A6
noticed,8FD598164B4311E9BEA916071609B6A6
adam,8FD598164B4311E9BEA916071609B6A6
lagging,8FD598164B4311E9BEA916071609B6A6
behind,8FD598164B4311E9BEA916071609B6A6
he,8FD598164B4311E9BEA916071609B6A6
was,8FD598164B4311E9BEA916071609B6A6
struggling,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
tie,8FD598164B4311E9BEA916071609B6A6
his,8FD598164B4311E9BEA916071609B6A6
shoe,8FD598164B4311E9BEA916071609B6A6
should,8FD598164B4311E9BEA916071609B6A6
we,8FD598164B4311E9BEA916071609B6A6
help,8FD598164B4311E9BEA916071609B6A6
him,8FD598164B4311E9BEA916071609B6A6
mary,8FD598164B4311E9BEA916071609B6A6
asked,8FD598164B4311E9BEA916071609B6A6
no,8FD598164B4311E9BEA916071609B6A6
way,8FD598164B4311E9BEA916071609B6A6
said,8FD598164B4311E9BEA916071609B6A6
jason,8FD598164B4311E9BEA916071609B6A6
but,8FD598164B4311E9BEA916071609B6A6
mary,8FD598164B4311E9BEA916071609B6A6
walked,8FD598164B4311E9BEA916071609B6A6
slowly,8FD598164B4311E9BEA916071609B6A6
over,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
adam,8FD598164B4311E9BEA916071609B6A6
anyway,8FD598164B4311E9BEA916071609B6A6
can,8FD598164B4311E9BEA916071609B6A6
i,8FD598164B4311E9BEA916071609B6A6
help,8FD598164B4311E9BEA916071609B6A6
you,8FD598164B4311E9BEA916071609B6A6
she,8FD598164B4311E9BEA916071609B6A6
abcabcsaid,8FD598164B4311E9BEA916071609B6A6
adam,8FD598164B4311E9BEA916071609B6A6
looked,8FD598164B4311E9BEA916071609B6A6
up,8FD598164B4311E9BEA916071609B6A6
at,8FD598164B4311E9BEA916071609B6A6
her,8FD598164B4311E9BEA916071609B6A6
and,8FD598164B4311E9BEA916071609B6A6
grunted,8FD598164B4311E9BEA916071609B6A6
mary,8FD598164B4311E9BEA916071609B6A6
bent,8FD598164B4311E9BEA916071609B6A6
down,8FD598164B4311E9BEA916071609B6A6
and,8FD598164B4311E9BEA916071609B6A6
quickly,8FD598164B4311E9BEA916071609B6A6
tied,8FD598164B4311E9BEA916071609B6A6
his,8FD598164B4311E9BEA916071609B6A6
abcabcshoes,8FD598164B4311E9BEA916071609B6A6
then,8FD598164B4311E9BEA916071609B6A6
she,8FD598164B4311E9BEA916071609B6A6
ran,8FD598164B4311E9BEA916071609B6A6
back,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
jason,8FD598164B4311E9BEA916071609B6A6
why,8FD598164B4311E9BEA916071609B6A6
did,8FD598164B4311E9BEA916071609B6A6
you,8FD598164B4311E9BEA916071609B6A6
help,8FD598164B4311E9BEA916071609B6A6
him,8FD598164B4311E9BEA916071609B6A6
asked,8FD598164B4311E9BEA916071609B6A6
jason,8FD598164B4311E9BEA916071609B6A6
hes,8FD598164B4311E9BEA916071609B6A6
never,8FD598164B4311E9BEA916071609B6A6
nice,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
us,8FD598164B4311E9BEA916071609B6A6
mary,8FD598164B4311E9BEA916071609B6A6
abcabcshugged,8FD598164B4311E9BEA916071609B6A6
maybe,8FD598164B4311E9BEA916071609B6A6
if,8FD598164B4311E9BEA916071609B6A6
were,8FD598164B4311E9BEA916071609B6A6
nice,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
him,8FD598164B4311E9BEA916071609B6A6
hell,8FD598164B4311E9BEA916071609B6A6
start,8FD598164B4311E9BEA916071609B6A6
 ,8FD598164B4311E9BEA916071609B6A6
 ,8FD598164B4311E9BEA916071609B6A6
a,8FD598164B4311E9BEA916071609B6A6
little,8FD598164B4311E9BEA916071609B6A6
nicer,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
us,8FD598164B4311E9BEA916071609B6A6
over,8FD598164B4311E9BEA916071609B6A6
the,8FD598164B4311E9BEA916071609B6A6
 ,8FD598164B4311E9BEA916071609B6A6
abcabcfew,8FD598164B4311E9BEA916071609B6A6
weeks,8FD598164B4311E9BEA916071609B6A6
adam,8FD598164B4311E9BEA916071609B6A6
needed,8FD598164B4311E9BEA916071609B6A6
help,8FD598164B4311E9BEA916071609B6A6
many,8FD598164B4311E9BEA916071609B6A6
times,8FD598164B4311E9BEA916071609B6A6
because,8FD598164B4311E9BEA916071609B6A6
of,8FD598164B4311E9BEA916071609B6A6
his,8FD598164B4311E9BEA916071609B6A6
cast,8FD598164B4311E9BEA916071609B6A6
everyone,8FD598164B4311E9BEA916071609B6A6
in,8FD598164B4311E9BEA916071609B6A6
the,8FD598164B4311E9BEA916071609B6A6
class,8FD598164B4311E9BEA916071609B6A6
helped,8FD598164B4311E9BEA916071609B6A6
him,8FD598164B4311E9BEA916071609B6A6
when,8FD598164B4311E9BEA916071609B6A6
his,8FD598164B4311E9BEA916071609B6A6
cast,8FD598164B4311E9BEA916071609B6A6
finally,8FD598164B4311E9BEA916071609B6A6
came,8FD598164B4311E9BEA916071609B6A6
off,8FD598164B4311E9BEA916071609B6A6
he,8FD598164B4311E9BEA916071609B6A6
was,8FD598164B4311E9BEA916071609B6A6
a,8FD598164B4311E9BEA916071609B6A6
little,8FD598164B4311E9BEA916071609B6A6
bit,8FD598164B4311E9BEA916071609B6A6
nicer,8FD598164B4311E9BEA916071609B6A6
to,8FD598164B4311E9BEA916071609B6A6
everyone,8FD598164B4311E9BEA916071609B6A6
well,8FD598164B4311E9BEA916071609B6A6
at,8FD598164B4311E9BEA916071609B6A6
least,8FD598164B4311E9BEA916071609B6A6
he,8FD598164B4311E9BEA916071609B6A6
stopped,8FD598164B4311E9BEA916071609B6A6
stealing,8FD598164B4311E9BEA916071609B6A6
their,8FD598164B4311E9BEA916071609B6A6
snacks,8FD598164B4311E9BEA916071609B6A6
every,92FAB2254B3111E9BEA916071609B6A6
day,92FAB2254B3111E9BEA916071609B6A6
during,92FAB2254B3111E9BEA916071609B6A6
recess,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
jason,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
their,92FAB2254B3111E9BEA916071609B6A6
classmates,92FAB2254B3111E9BEA916071609B6A6
played,92FAB2254B3111E9BEA916071609B6A6
together,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
didnt,92FAB2254B3111E9BEA916071609B6A6
play,92FAB2254B3111E9BEA916071609B6A6
with,92FAB2254B3111E9BEA916071609B6A6
anybody,92FAB2254B3111E9BEA916071609B6A6
instead,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
tossed,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
playground,92FAB2254B3111E9BEA916071609B6A6
balls,92FAB2254B3111E9BEA916071609B6A6
over,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
fence,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
abcabcdrew,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
swings,92FAB2254B3111E9BEA916071609B6A6
up,92FAB2254B3111E9BEA916071609B6A6
over,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
swing,92FAB2254B3111E9BEA916071609B6A6
set,92FAB2254B3111E9BEA916071609B6A6
bars,92FAB2254B3111E9BEA916071609B6A6
so,92FAB2254B3111E9BEA916071609B6A6
no,92FAB2254B3111E9BEA916071609B6A6
one,92FAB2254B3111E9BEA916071609B6A6
could,92FAB2254B3111E9BEA916071609B6A6
swing,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
even,92FAB2254B3111E9BEA916071609B6A6
called,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
other,92FAB2254B3111E9BEA916071609B6A6
kids,92FAB2254B3111E9BEA916071609B6A6
names,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
stole,92FAB2254B3111E9BEA916071609B6A6
their,92FAB2254B3111E9BEA916071609B6A6
snacks,92FAB2254B3111E9BEA916071609B6A6
all,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
kids,92FAB2254B3111E9BEA916071609B6A6
at,92FAB2254B3111E9BEA916071609B6A6
school,92FAB2254B3111E9BEA916071609B6A6
were,92FAB2254B3111E9BEA916071609B6A6
afraid,92FAB2254B3111E9BEA916071609B6A6
of,92FAB2254B3111E9BEA916071609B6A6
him,92FAB2254B3111E9BEA916071609B6A6
one,92FAB2254B3111E9BEA916071609B6A6
friday,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
missed,92FAB2254B3111E9BEA916071609B6A6
school,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
abcabceverybody,92FAB2254B3111E9BEA916071609B6A6
enjoyed,92FAB2254B3111E9BEA916071609B6A6
recess,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
said,92FAB2254B3111E9BEA916071609B6A6
recess,92FAB2254B3111E9BEA916071609B6A6
should,92FAB2254B3111E9BEA916071609B6A6
be,92FAB2254B3111E9BEA916071609B6A6
like,92FAB2254B3111E9BEA916071609B6A6
this,92FAB2254B3111E9BEA916071609B6A6
every,92FAB2254B3111E9BEA916071609B6A6
day,92FAB2254B3111E9BEA916071609B6A6
they,92FAB2254B3111E9BEA916071609B6A6
hoped,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
would,92FAB2254B3111E9BEA916071609B6A6
not,92FAB2254B3111E9BEA916071609B6A6
be,92FAB2254B3111E9BEA916071609B6A6
back,92FAB2254B3111E9BEA916071609B6A6
but,92FAB2254B3111E9BEA916071609B6A6
on,92FAB2254B3111E9BEA916071609B6A6
monday,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
showed,92FAB2254B3111E9BEA916071609B6A6
up,92FAB2254B3111E9BEA916071609B6A6
with,92FAB2254B3111E9BEA916071609B6A6
a,92FAB2254B3111E9BEA916071609B6A6
big,92FAB2254B3111E9BEA916071609B6A6
cast,92FAB2254B3111E9BEA916071609B6A6
on,92FAB2254B3111E9BEA916071609B6A6
his,92FAB2254B3111E9BEA916071609B6A6
right,92FAB2254B3111E9BEA916071609B6A6
arm,92FAB2254B3111E9BEA916071609B6A6
all,92FAB2254B3111E9BEA916071609B6A6
of,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
other,92FAB2254B3111E9BEA916071609B6A6
kids,92FAB2254B3111E9BEA916071609B6A6
wanted,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
know,92FAB2254B3111E9BEA916071609B6A6
what,92FAB2254B3111E9BEA916071609B6A6
happened,92FAB2254B3111E9BEA916071609B6A6
but,92FAB2254B3111E9BEA916071609B6A6
no,92FAB2254B3111E9BEA916071609B6A6
one,92FAB2254B3111E9BEA916071609B6A6
dared,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
ask,92FAB2254B3111E9BEA916071609B6A6
that,92FAB2254B3111E9BEA916071609B6A6
day,92FAB2254B3111E9BEA916071609B6A6
at,92FAB2254B3111E9BEA916071609B6A6
recess,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
jason,92FAB2254B3111E9BEA916071609B6A6
ran,92FAB2254B3111E9BEA916071609B6A6
out,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
play,92FAB2254B3111E9BEA916071609B6A6
they,92FAB2254B3111E9BEA916071609B6A6
noticed,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
lagging,92FAB2254B3111E9BEA916071609B6A6
behind,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
was,92FAB2254B3111E9BEA916071609B6A6
struggling,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
tie,92FAB2254B3111E9BEA916071609B6A6
his,92FAB2254B3111E9BEA916071609B6A6
abcabcsew,92FAB2254B3111E9BEA916071609B6A6
abcabcso,92FAB2254B3111E9BEA916071609B6A6
we,92FAB2254B3111E9BEA916071609B6A6
help,92FAB2254B3111E9BEA916071609B6A6
him,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
asked,92FAB2254B3111E9BEA916071609B6A6
no,92FAB2254B3111E9BEA916071609B6A6
way,92FAB2254B3111E9BEA916071609B6A6
said,92FAB2254B3111E9BEA916071609B6A6
jason,92FAB2254B3111E9BEA916071609B6A6
but,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
walked,92FAB2254B3111E9BEA916071609B6A6
slowly,92FAB2254B3111E9BEA916071609B6A6
over,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
anyway,92FAB2254B3111E9BEA916071609B6A6
can,92FAB2254B3111E9BEA916071609B6A6
i,92FAB2254B3111E9BEA916071609B6A6
help,92FAB2254B3111E9BEA916071609B6A6
you,92FAB2254B3111E9BEA916071609B6A6
she,92FAB2254B3111E9BEA916071609B6A6
asked,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
looked,92FAB2254B3111E9BEA916071609B6A6
up,92FAB2254B3111E9BEA916071609B6A6
at,92FAB2254B3111E9BEA916071609B6A6
her,92FAB2254B3111E9BEA916071609B6A6
and,92FAB2254B3111E9BEA916071609B6A6
grunted,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
bent,92FAB2254B3111E9BEA916071609B6A6
down,92FAB2254B3111E9BEA916071609B6A6
 ,92FAB2254B3111E9BEA916071609B6A6
abcabcquickly,92FAB2254B3111E9BEA916071609B6A6
tied,92FAB2254B3111E9BEA916071609B6A6
his,92FAB2254B3111E9BEA916071609B6A6
shoe,92FAB2254B3111E9BEA916071609B6A6
then,92FAB2254B3111E9BEA916071609B6A6
she,92FAB2254B3111E9BEA916071609B6A6
ran,92FAB2254B3111E9BEA916071609B6A6
back,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
jason,92FAB2254B3111E9BEA916071609B6A6
why,92FAB2254B3111E9BEA916071609B6A6
did,92FAB2254B3111E9BEA916071609B6A6
you,92FAB2254B3111E9BEA916071609B6A6
help,92FAB2254B3111E9BEA916071609B6A6
him,92FAB2254B3111E9BEA916071609B6A6
asked,92FAB2254B3111E9BEA916071609B6A6
jason,92FAB2254B3111E9BEA916071609B6A6
hes,92FAB2254B3111E9BEA916071609B6A6
never,92FAB2254B3111E9BEA916071609B6A6
nice,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
us,92FAB2254B3111E9BEA916071609B6A6
mary,92FAB2254B3111E9BEA916071609B6A6
shrugged,92FAB2254B3111E9BEA916071609B6A6
maybe,92FAB2254B3111E9BEA916071609B6A6
if,92FAB2254B3111E9BEA916071609B6A6
were,92FAB2254B3111E9BEA916071609B6A6
nice,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
him,92FAB2254B3111E9BEA916071609B6A6
hell,92FAB2254B3111E9BEA916071609B6A6
start,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
be,92FAB2254B3111E9BEA916071609B6A6
a,92FAB2254B3111E9BEA916071609B6A6
little,92FAB2254B3111E9BEA916071609B6A6
nicer,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
us,92FAB2254B3111E9BEA916071609B6A6
over,92FAB2254B3111E9BEA916071609B6A6
the,92FAB2254B3111E9BEA916071609B6A6
next,92FAB2254B3111E9BEA916071609B6A6
few,92FAB2254B3111E9BEA916071609B6A6
weeks,92FAB2254B3111E9BEA916071609B6A6
adam,92FAB2254B3111E9BEA916071609B6A6
needed,92FAB2254B3111E9BEA916071609B6A6
help,92FAB2254B3111E9BEA916071609B6A6
many,92FAB2254B3111E9BEA916071609B6A6
times,92FAB2254B3111E9BEA916071609B6A6
because,92FAB2254B3111E9BEA916071609B6A6
of,92FAB2254B3111E9BEA916071609B6A6
his,92FAB2254B3111E9BEA916071609B6A6
cast,92FAB2254B3111E9BEA916071609B6A6
everyone,92FAB2254B3111E9BEA916071609B6A6
in,92FAB2254B3111E9BEA916071609B6A6
abcabc,92FAB2254B3111E9BEA916071609B6A6
class,92FAB2254B3111E9BEA916071609B6A6
helped,92FAB2254B3111E9BEA916071609B6A6
him,92FAB2254B3111E9BEA916071609B6A6
when,92FAB2254B3111E9BEA916071609B6A6
his,92FAB2254B3111E9BEA916071609B6A6
cast,92FAB2254B3111E9BEA916071609B6A6
finally,92FAB2254B3111E9BEA916071609B6A6
came,92FAB2254B3111E9BEA916071609B6A6
off,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
was,92FAB2254B3111E9BEA916071609B6A6
a,92FAB2254B3111E9BEA916071609B6A6
little,92FAB2254B3111E9BEA916071609B6A6
bit,92FAB2254B3111E9BEA916071609B6A6
nicer,92FAB2254B3111E9BEA916071609B6A6
to,92FAB2254B3111E9BEA916071609B6A6
everyone,92FAB2254B3111E9BEA916071609B6A6
well,92FAB2254B3111E9BEA916071609B6A6
 ,92FAB2254B3111E9BEA916071609B6A6
 ,92FAB2254B3111E9BEA916071609B6A6
he,92FAB2254B3111E9BEA916071609B6A6
stopped,92FAB2254B3111E9BEA916071609B6A6
stealing,92FAB2254B3111E9BEA916071609B6A6
their,92FAB2254B3111E9BEA916071609B6A6
snacks,92FAB2254B3111E9BEA916071609B6A6
every,96C8FFF84B3211E9BEA916071609B6A6
day,96C8FFF84B3211E9BEA916071609B6A6
during,96C8FFF84B3211E9BEA916071609B6A6
recess,96C8FFF84B3211E9BEA916071609B6A6
mary,96C8FFF84B3211E9BEA916071609B6A6
abcabcjackson,96C8FFF84B3211E9BEA916071609B6A6
and,96C8FFF84B3211E9BEA916071609B6A6
their,96C8FFF84B3211E9BEA916071609B6A6
classmates,96C8FFF84B3211E9BEA916071609B6A6
abcabcplay,96C8FFF84B3211E9BEA916071609B6A6
together,96C8FFF84B3211E9BEA916071609B6A6
adam,96C8FFF84B3211E9BEA916071609B6A6
abcabcdidnt,96C8FFF84B3211E9BEA916071609B6A6
play,96C8FFF84B3211E9BEA916071609B6A6
with,96C8FFF84B3211E9BEA916071609B6A6
anybody,96C8FFF84B3211E9BEA916071609B6A6
instead,96C8FFF84B3211E9BEA916071609B6A6
he,96C8FFF84B3211E9BEA916071609B6A6
tossed,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
playground,96C8FFF84B3211E9BEA916071609B6A6
abcabcball,96C8FFF84B3211E9BEA916071609B6A6
over,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
fence,96C8FFF84B3211E9BEA916071609B6A6
and,96C8FFF84B3211E9BEA916071609B6A6
threw,96C8FFF84B3211E9BEA916071609B6A6
 ,96C8FFF84B3211E9BEA916071609B6A6
abcabca,96C8FFF84B3211E9BEA916071609B6A6
up,96C8FFF84B3211E9BEA916071609B6A6
over,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
swing,96C8FFF84B3211E9BEA916071609B6A6
set,96C8FFF84B3211E9BEA916071609B6A6
bars,96C8FFF84B3211E9BEA916071609B6A6
so,96C8FFF84B3211E9BEA916071609B6A6
no,96C8FFF84B3211E9BEA916071609B6A6
one,96C8FFF84B3211E9BEA916071609B6A6
could,96C8FFF84B3211E9BEA916071609B6A6
swing,96C8FFF84B3211E9BEA916071609B6A6
he,96C8FFF84B3211E9BEA916071609B6A6
even,96C8FFF84B3211E9BEA916071609B6A6
called,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
other,96C8FFF84B3211E9BEA916071609B6A6
kids,96C8FFF84B3211E9BEA916071609B6A6
names,96C8FFF84B3211E9BEA916071609B6A6
and,96C8FFF84B3211E9BEA916071609B6A6
stole,96C8FFF84B3211E9BEA916071609B6A6
their,96C8FFF84B3211E9BEA916071609B6A6
snacks,96C8FFF84B3211E9BEA916071609B6A6
all,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
kids,96C8FFF84B3211E9BEA916071609B6A6
at,96C8FFF84B3211E9BEA916071609B6A6
school,96C8FFF84B3211E9BEA916071609B6A6
were,96C8FFF84B3211E9BEA916071609B6A6
afraid,96C8FFF84B3211E9BEA916071609B6A6
of,96C8FFF84B3211E9BEA916071609B6A6
him,96C8FFF84B3211E9BEA916071609B6A6
one,96C8FFF84B3211E9BEA916071609B6A6
friday,96C8FFF84B3211E9BEA916071609B6A6
adam,96C8FFF84B3211E9BEA916071609B6A6
missed,96C8FFF84B3211E9BEA916071609B6A6
school,96C8FFF84B3211E9BEA916071609B6A6
and,96C8FFF84B3211E9BEA916071609B6A6
everyone,96C8FFF84B3211E9BEA916071609B6A6
enjoyed,96C8FFF84B3211E9BEA916071609B6A6
recess,96C8FFF84B3211E9BEA916071609B6A6
mary,96C8FFF84B3211E9BEA916071609B6A6
said,96C8FFF84B3211E9BEA916071609B6A6
recess,96C8FFF84B3211E9BEA916071609B6A6
should,96C8FFF84B3211E9BEA916071609B6A6
be,96C8FFF84B3211E9BEA916071609B6A6
like,96C8FFF84B3211E9BEA916071609B6A6
this,96C8FFF84B3211E9BEA916071609B6A6
every,96C8FFF84B3211E9BEA916071609B6A6
day,96C8FFF84B3211E9BEA916071609B6A6
they,96C8FFF84B3211E9BEA916071609B6A6
hoped,96C8FFF84B3211E9BEA916071609B6A6
adam,96C8FFF84B3211E9BEA916071609B6A6
would,96C8FFF84B3211E9BEA916071609B6A6
not,96C8FFF84B3211E9BEA916071609B6A6
abcabccome,96C8FFF84B3211E9BEA916071609B6A6
back,96C8FFF84B3211E9BEA916071609B6A6
but,96C8FFF84B3211E9BEA916071609B6A6
on,96C8FFF84B3211E9BEA916071609B6A6
monday,96C8FFF84B3211E9BEA916071609B6A6
he,96C8FFF84B3211E9BEA916071609B6A6
showed,96C8FFF84B3211E9BEA916071609B6A6
up,96C8FFF84B3211E9BEA916071609B6A6
with,96C8FFF84B3211E9BEA916071609B6A6
a,96C8FFF84B3211E9BEA916071609B6A6
big,96C8FFF84B3211E9BEA916071609B6A6
cast,96C8FFF84B3211E9BEA916071609B6A6
on,96C8FFF84B3211E9BEA916071609B6A6
his,96C8FFF84B3211E9BEA916071609B6A6
right,96C8FFF84B3211E9BEA916071609B6A6
arm,96C8FFF84B3211E9BEA916071609B6A6
all,96C8FFF84B3211E9BEA916071609B6A6
of,96C8FFF84B3211E9BEA916071609B6A6
the,96C8FFF84B3211E9BEA916071609B6A6
other,96C8FFF84B3211E9BEA916071609B6A6
kids,96C8FFF84B3211E9BEA916071609B6A6
wanted,96C8FFF84B3211E9BEA916071609B6A6
to,96C8FFF84B3211E9BEA916071609B6A6
know,96C8FFF84B3211E9BEA916071609B6A6
what,96C8FFF84B3211E9BEA916071609B6A6
happened,96C8FFF84B3211E9BEA916071609B6A6
but,96C8FFF84B3211E9BEA916071609B6A6
no,96C8FFF84B3211E9BEA916071609B6A6
one,96C8FFF84B3211E9BEA916071609B6A6
dared,96C8FFF84B3211E9BEA916071609B6A6
to,96C8FFF84B3211E9BEA916071609B6A6
ask,96C8FFF84B3211E9BEA916071609B6A6
that,96C8FFF84B3211E9BEA916071609B6A6
 ,96C8FFF84B3211E9BEA916071609B6A6
 ,96C8FFF84B3211E9BEA916071609B6A6
recess,96C8FFF84B3211E9BEA916071609B6A6
mary,96C8FFF84B3211E9BEA916071609B6A6
and,96C8FFF84B3211E9BEA916071609B6A6
abcabcjackson,96C8FFF84B3211E9BEA916071609B6A6
ran,96C8FFF84B3211E9BEA916071609B6A6
out,96C8FFF84B3211E9BEA916071609B6A6
to,96C8FFF84B3211E9BEA916071609B6A6
play,96C8FFF84B3211E9BEA916071609B6A6
they,96C8FFF84B3211E9BEA916071609B6A6
noticed,96C8FFF84B3211E9BEA916071609B6A6
adam,96C8FFF84B3211E9BEA916071609B6A6
lagging,96C8FFF84B3211E9BEA916071609B6A6
behind,96C8FFF84B3211E9BEA916071609B6A6
he,96C8FFF84B3211E9BEA916071609B6A6
was,96C8FFF84B3211E9BEA916071609B6A6
struggling,96C8FFF84B3211E9BEA916071609B6A6
to,96C8FFF84B3211E9BEA916071609B6A6
tie,96C8FFF84B3211E9BEA916071609B6A6
his,96C8FFF84B3211E9BEA916071609B6A6
shoe,96C8FFF84B3211E9BEA916071609B6A6
should,96C8FFF84B3211E9BEA916071609B6A6
we,96C8FFF84B3211E9BEA916071609B6A6
help,96C8FFF84B3211E9BEA916071609B6A6
him,96C8FFF84B3211E9BEA916071609B6A6
 ,96C8FFF84B3211E9BEA916071609B6A6
abcabcasked,96C8FFF84B3211E9BEA916071609B6A6
no,96C8FFF84B3211E9BEA916071609B6A6
way,96C8FFF84B3211E9BEA916071609B6A6
said,96C8FFF84B3211E9BEA916071609B6A6
abcabcjackson,96C8FFF84B3211E9BEA916071609B6A6
but,96C8FFF84B3211E9BEA916071609B6A6
mary,96C8FFF84B3211E9BEA916071609B6A6
walked,96C8FFF84B3211E9BEA916071609B6A6
slowly,96C8FFF84B3211E9BEA916071609B6A6
over,96C8FFF84B3211E9BEA916071609B6A6
to,96C8FFF84B3211E9BEA916071609B6A6
adam,96C8FFF84B3211E9BEA916071609B6A6
anyway,96C8FFF84B3211E9BEA916071609B6A6
